epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_anchor,loss_l2,swaption_priced_frac,path_finite_frac,anchor_rmse_bp,recon_rmse_bps,nan_batches,gnorm_lam0,gnorm_scale,lr,lambda0_norm,lambda0_l1,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lambda0_v1,lambda0_v2,lambda0_v3,lambda0_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
244,5104.2,20.682,10.75501549243927,2.175826460123062,4.955424249172211,8.943335842559463e-06,1.0,0.937255859375,167.97494745254517,,0,0.0,0.0,0.0004498070398238863,0.09512379765510559,0.16495543718338013,0.12995395064353943,0.21858878433704376,0.13550429046154022,0.09212233871221542,0.07360035926103592,0.03814464062452316,0.028561744838953018,-0.08036001026630402,0.01788904145359993,16.65,,,,,,,,,
245,5125.9,21.749,4.099210798740387,1.33505280315876,2.588657796382904,9.107692221732577e-06,1.0,0.9354248046875,127.07872235774994,,0,0.0,0.0,0.0004493091130933962,0.09592293947935104,0.1651030033826828,0.12987594306468964,0.21800386905670166,0.13601934909820557,0.09175273030996323,0.0737278163433075,0.0385918952524662,0.028404580429196358,-0.08139990270137787,0.01670663245022297,9.7375,,,,,,,,,
246,5146.2,20.298,7.899177312850952,2.2429477721452713,4.1851537227630615,9.2515081178135e-06,1.0,0.93902587890625,161.3337663412094,,0,0.0,0.0,0.0004488090072971695,0.09655726701021194,0.16515055298805237,0.12966778874397278,0.21706947684288025,0.13631963729858398,0.09147478640079498,0.07380722463130951,0.03910571709275246,0.027978304773569107,-0.082220159471035,0.01584637351334095,39.762499999999996,,,,,,,,,
247,5167.4,21.143,4.803202956914902,1.3385004922747612,2.7926861345767975,9.367361599288415e-06,1.0,0.940185546875,135.2466173171997,,0,0.0,0.0,0.000448306727904283,0.09716742485761642,0.16539070010185242,0.12941643595695496,0.2162620723247528,0.13647399842739105,0.09111518412828445,0.0738145112991333,0.03960750997066498,0.02759702317416668,-0.08293755352497101,0.015248607844114304,-82.14999999999999,,,,,,,,,
248,5188.8,21.426,4.440040946006775,0.8480065613985062,4.184526860713959,9.475322258367669e-06,1.0,0.9407958984375,157.8966679573059,,0,0.0,0.0,0.00044780228040758357,0.09759563207626343,0.1657634973526001,0.12940630316734314,0.2163553386926651,0.13676217198371887,0.0907411128282547,0.07376661896705627,0.04003529250621796,0.027500910684466362,-0.08332974463701248,0.014897552318871021,-24.9625,,,,,,,,,
249,5210.1,21.34,7.073827475309372,1.7676206529140472,2.8827222287654877,9.552378060107003e-06,1.0,0.9383544921875,127.92227733135223,,0,0.0,0.0,0.0004472956703236285,0.09789656847715378,0.16631582379341125,0.1294296234846115,0.2166394740343094,0.13684627413749695,0.09053236246109009,0.07370036095380783,0.04056511074304581,0.027553003281354904,-0.08343285322189331,0.01476486399769783,-42.49999999999999,,,,,,,,,
250,5230.9,20.816,7.588665962219238,2.385541930794716,2.853044867515564,9.574516298016533e-06,1.0,0.93939208984375,132.37017166614532,,0,0.0,0.0,0.0004467869031926242,0.09781737625598907,0.16682007908821106,0.12963755428791046,0.21778587996959686,0.13686642050743103,0.09031246602535248,0.07358545064926147,0.04083528742194176,0.028017327189445496,-0.08302000164985657,0.014947463758289814,61.35000000000001,,,,,,,,,
251,5253.6,22.65,4.9827174842357635,0.7522289082407951,3.5093410909175873,9.576708862368832e-06,1.0,0.9383544921875,156.13019263744354,,0,0.0,0.0,0.00044627598457836664,0.09788830578327179,0.1673850119113922,0.12978318333625793,0.21854224801063538,0.1369103044271469,0.09022160619497299,0.07345858961343765,0.04119204729795456,0.028428498655557632,-0.08278068900108337,0.014983778819441795,-25.237500000000004,,,,,,,,,
252,5272.8,19.234,9.499876499176025,2.516326606273651,3.8378302454948425,9.606196272216039e-06,1.0,0.94207763671875,156.70512008666992,,0,0.0,0.0,0.0004457629200681799,0.0981331616640091,0.16782823204994202,0.1297667771577835,0.21869945526123047,0.13687008619308472,0.09030129760503769,0.07319626212120056,0.04156646132469177,0.028433578088879585,-0.08288983255624771,0.014938350766897202,-28.037499999999998,,,,,,,,,
253,5294.7,21.895,5.68969190120697,0.9175281599164009,5.039339438080788,9.655430176280788e-06,1.0,0.94281005859375,174.76047158241272,,0,0.0,0.0,0.00044524771527285523,0.09836555272340775,0.16844484210014343,0.12971356511116028,0.21940699219703674,0.13609732687473297,0.09037461131811142,0.07297533005475998,0.041616711765527725,0.028473246842622757,-0.08306153863668442,0.015293342992663383,-10.5125,,,,,,,,,
254,5314.2,19.504,6.565047383308411,1.1196573078632355,2.4932718575000763,9.66854031503317e-06,1.0,0.94427490234375,123.81363558769226,,0,0.0,0.0,0.00044473037582658985,0.09811615198850632,0.1683967262506485,0.12956880033016205,0.22029878199100494,0.13504146039485931,0.09014832973480225,0.0727866068482399,0.04149174317717552,0.027913788333535194,-0.0828602984547615,0.016130896285176277,-22.337500000000002,,,,,,,,,
255,5337.2,22.975,4.363608360290527,0.492683544754982,2.7710285782814026,9.593640925231739e-06,1.0,0.93621826171875,133.97914481163025,,0,0.0,0.0,0.000444210907386925,0.09769729524850845,0.16798989474773407,0.12981128692626953,0.22231069207191467,0.13403023779392242,0.09017898142337799,0.07272525131702423,0.041046854108572006,0.027580581605434418,-0.08256571739912033,0.01679675281047821,7.650000000000004,,,,,,,,,
256,5358.7,21.481,5.67114782333374,1.7172498106956482,4.680172860622406,9.53388553170953e-06,1.0,0.94561767578125,165.40030086040497,,0,0.0,0.0,0.0004436893156346842,0.09767121076583862,0.16801342368125916,0.12998038530349731,0.22403106093406677,0.13316237926483154,0.09002343565225601,0.07270464301109314,0.04082801938056946,0.02715534158051014,-0.08266713470220566,0.017362914979457855,3.3125,,,,,,,,,
257,5379.5,20.854,4.086970031261444,0.903787299990654,3.322805941104889,9.54078836912231e-06,1.0,0.9417724609375,135.86682415008545,,0,0.0,0.0,0.0004431656062739114,0.0978575125336647,0.16815213859081268,0.12983842194080353,0.22420816123485565,0.1329871118068695,0.08983182162046432,0.07232660055160522,0.04084017127752304,0.026534227654337883,-0.082992784678936,0.017784956842660904,-65.375,,,,,,,,,
258,5398.0,18.472,7.513940811157227,1.3476863503456116,3.9025374054908752,9.633822855903418e-06,1.0,0.94439697265625,145.56799972057343,,0,0.0,0.0,0.00044263978503180826,0.09863787144422531,0.16901294887065887,0.12956786155700684,0.22338508069515228,0.1331760585308075,0.0895857885479927,0.07212455570697784,0.04140887036919594,0.02624351531267166,-0.08376374840736389,0.017596814781427383,-59.9375,,,,,,,,,
259,5419.7,21.655,3.679841697216034,1.4548800736665726,2.7595797181129456,9.768840982360416e-06,1.0,0.941162109375,130.67821967601776,,0,0.0,0.0,0.00044211185765867175,0.09900999814271927,0.16924044489860535,0.12978395819664001,0.2237520068883896,0.13399122655391693,0.08940751850605011,0.07198509573936462,0.041749123483896255,0.026925140991806984,-0.08403400331735611,0.016532188281416893,-52.3,,,,,,,,,
260,5441.0,21.361,5.399445056915283,0.6524921581149101,3.091098368167877,9.828935617406387e-06,1.0,0.9412841796875,137.0559196472168,,0,0.0,0.0,0.0004415818299278308,0.09921850264072418,0.16949017345905304,0.13006986677646637,0.22444571554660797,0.1347913295030594,0.08915290981531143,0.07188951224088669,0.04162992164492607,0.02757035568356514,-0.08421917259693146,0.016070721670985222,-50.724999999999994,,,,,,,,,
261,5462.5,21.473,3.4994310438632965,0.5657323710620403,3.8586005121469498,9.860013733486994e-06,1.0,0.93768310546875,156.06341171264648,,0,0.0,0.0,0.0004410497076355839,0.09935572743415833,0.1693602055311203,0.1300843209028244,0.22472763061523438,0.1351628303527832,0.08861496299505234,0.0718318298459053,0.0412776917219162,0.027680950239300728,-0.08456093817949295,0.01584063284099102,-22.6875,,,,,,,,,
262,5483.5,21.025,3.846548616886139,0.7835339233279228,2.2381615191698074,9.88503484222747e-06,1.0,0.94061279296875,116.9661055803299,,0,0.0,0.0,0.00044051549660113515,0.09963564574718475,0.16942134499549866,0.13006500899791718,0.2249075174331665,0.13544027507305145,0.08814778178930283,0.07176441699266434,0.04106975346803665,0.02787107415497303,-0.08499348908662796,0.015487033873796463,-18.849999999999998,,,,,,,,,
263,5504.4,20.93,5.803421258926392,1.0788000524044037,3.9141213595867157,9.957449037756305e-06,1.0,0.93701171875,158.03677892684937,,0,0.0,0.0,0.00043997920266653087,0.09991233795881271,0.16959784924983978,0.1300337314605713,0.22493191063404083,0.135792538523674,0.0878707692027092,0.07153972238302231,0.04098653793334961,0.028067870065569878,-0.08534508943557739,0.015198355540633202,31.2625,,,,,,,,,
264,5525.7,21.281,5.002523422241211,0.9408365711569786,1.81913623213768,9.985014912672341e-06,1.0,0.9425048828125,118.1834363937378,,0,0.0,0.0,0.0004394408316965956,0.1000138372182846,0.16962184011936188,0.13021895289421082,0.2260059267282486,0.13584409654140472,0.08774814754724503,0.07127761840820312,0.04071642458438873,0.028397826477885246,-0.08552145212888718,0.014986135996878147,-121.8125,,,,,,,,,
265,5547.5,21.826,6.696060419082642,1.406959742307663,2.5115132927894592,1.0010880032496061e-05,1.0,0.93878173828125,136.15042304992676,,0,0.0,0.0,0.0004389003895788679,0.10009191185235977,0.16974160075187683,0.13022370636463165,0.22651489078998566,0.13578744232654572,0.08753126114606857,0.07106124609708786,0.04062929004430771,0.027957234531641006,-0.08571917563676834,0.015435910783708096,-45.275000000000006,,,,,,,,,
266,5567.6,20.047,5.351231932640076,0.8843345642089844,4.254217088222504,1.0005254353018245e-05,1.0,0.938232421875,156.40648078918457,,0,0.0,0.0,0.00043835788222353625,0.09998763352632523,0.16962334513664246,0.13021361827850342,0.22685973346233368,0.13577362895011902,0.08729998022317886,0.0709211528301239,0.04035408794879913,0.027612432837486267,-0.08575385063886642,0.015902960672974586,39.925,,,,,,,,,
267,5587.7,20.072,7.1271039843559265,1.0036863908171654,3.2938814759254456,9.997582537835115e-06,1.0,0.93792724609375,145.77137804031372,,0,0.0,0.0,0.00043781331556337426,0.09989051520824432,0.16955311596393585,0.13001570105552673,0.22744029760360718,0.13533587753772736,0.08696187287569046,0.07032480835914612,0.040164005011320114,0.027558255940675735,-0.08570586144924164,0.016124999150633812,-65.275,,,,,,,,,
268,5609.4,21.712,3.617888927459717,0.6134500131011009,2.442491590976715,9.95304276329989e-06,1.0,0.94134521484375,124.82694506645203,,0,0.0,0.0,0.0004372666955536756,0.09964845329523087,0.1691771298646927,0.12994365394115448,0.22843638062477112,0.13478317856788635,0.08674044907093048,0.06981462985277176,0.03981107473373413,0.027553845196962357,-0.0855674296617508,0.016244780272245407,-44.2375,,,,,,,,,
269,5632.6,23.201,4.641452074050903,0.8122112452983856,2.3446205258369446,9.932826969816233e-06,1.0,0.93450927734375,135.62107169628143,,0,0.0,0.0,0.0004367180281721891,0.0995805412530899,0.16899186372756958,0.12969161570072174,0.2287910431623459,0.1340828835964203,0.0866009071469307,0.06929167360067368,0.03953367471694946,0.02738207019865513,-0.0856345072388649,0.016441619023680687,1.2250000000000014,,,,,,,,,
270,5653.8,21.255,5.407491326332092,0.6371680274605751,3.8863607048988342,9.89676982499077e-06,1.0,0.93426513671875,158.83827924728394,,0,0.0,0.0,0.0004361673194190534,0.09932603687047958,0.16884802281856537,0.12973357737064362,0.22974953055381775,0.13356858491897583,0.08663500100374222,0.06898117810487747,0.03910570591688156,0.027849795296788216,-0.08536828309297562,0.016524240374565125,-10.3375,,,,,,,,,
271,5674.4,20.541,4.59763902425766,0.5934006497263908,3.418445438146591,9.840873872235534e-06,1.0,0.93896484375,147.23585200309753,,0,0.0,0.0,0.0004356145753167311,0.09909696131944656,0.16898790001869202,0.1297796666622162,0.23031243681907654,0.1333816945552826,0.08660317957401276,0.06882137060165405,0.03877114877104759,0.028117360547184944,-0.08506643027067184,0.017032956704497337,-2.4125000000000014,,,,,,,,,
272,5695.9,21.537,8.024305939674377,1.9112418442964554,3.162105232477188,9.835628361543058e-06,1.0,0.93536376953125,144.58420181274414,,0,0.0,0.0,0.0004350598019099433,0.09923239052295685,0.16935265064239502,0.12959431111812592,0.2300013303756714,0.13285952806472778,0.08670008927583694,0.06881628930568695,0.03866656869649887,0.028456714004278183,-0.08514963835477829,0.017079748213291168,-48.162499999999994,,,,,,,,,
273,5716.3,20.358,5.434759795665741,0.8385085612535477,2.48724764585495,9.854531981545733e-06,1.0,0.9365234375,126.14134800434113,,0,0.0,0.0,0.00043450300526560304,0.09943383932113647,0.1697484850883484,0.12956629693508148,0.230208620429039,0.13237005472183228,0.0867876335978508,0.06889886409044266,0.03824988380074501,0.029147764667868614,-0.08535579591989517,0.01699504815042019,7.975000000000001,,,,,,,,,
274,5737.1,20.779,6.883843749761581,2.274002358317375,2.552127495408058,9.90780472420738e-06,1.0,0.92999267578125,130.67728865146637,,0,0.0,0.0,0.00043394419147274913,0.09983760863542557,0.1701764315366745,0.12956655025482178,0.23042340576648712,0.13189810514450073,0.08704148232936859,0.06890318542718887,0.03807392343878746,0.029645001515746117,-0.08579989522695541,0.01665760576725006,81.21249999999999,,,,,,,,,
275,5756.6,19.571,7.851056337356567,2.1189332604408264,2.9386748671531677,9.996175322157796e-06,1.0,0.93756103515625,136.72561931610107,,0,0.0,0.0,0.0004333833666424797,0.10022040456533432,0.17031516134738922,0.12948346138000488,0.23021598160266876,0.13104429841041565,0.08762204647064209,0.06905147433280945,0.037905044853687286,0.029849592596292496,-0.08633028715848923,0.01623023860156536,-29.27499999999999,,,,,,,,,
276,5777.0,20.381,2.87411430478096,1.002952054142952,1.7492970079183578,1.0085735311804456e-05,1.0,0.9332275390625,111.02036762237549,,0,0.0,0.0,0.0004328205369078853,0.10077016055583954,0.1703522503376007,0.12951551377773285,0.23021191358566284,0.13030946254730225,0.0884299948811531,0.06911071389913559,0.037899747490882874,0.030466733500361443,-0.08697526901960373,0.015010498464107513,-64.72500000000001,,,,,,,,,
277,5797.7,20.692,7.756981611251831,1.1681471653282642,2.786601334810257,1.0197963774771779e-05,1.0,0.93634033203125,130.7024803161621,,0,0.0,0.0,0.0004322557084239817,0.10128741711378098,0.1706693321466446,0.12962761521339417,0.23060722649097443,0.12985029816627502,0.08890996873378754,0.06914295256137848,0.03811483085155487,0.030776137486100197,-0.0874939113855362,0.01428444217890501,-77.275,,,,,,,,,
278,5818.9,21.158,3.7600789666175842,0.5575508326292038,2.728715568780899,1.0279702792104217e-05,1.0,0.93359375,132.52007174491882,,0,0.0,0.0,0.0004316888873676427,0.10149402916431427,0.1707340031862259,0.12993258237838745,0.23178289830684662,0.12964314222335815,0.08917482942342758,0.06912940740585327,0.03801547735929489,0.031226789578795433,-0.08769490569829941,0.013796824030578136,-44.475,,,,,,,,,
279,5838.8,19.961,10.42491626739502,2.1991575062274933,2.4638721644878387,1.0280900141879101e-05,1.0,0.93572998046875,134.354146361351,,0,0.0,0.0,0.00043112007993753256,0.10127120465040207,0.17055575549602509,0.13023929297924042,0.23326875269412994,0.12969981133937836,0.08913104236125946,0.06885752826929092,0.037800952792167664,0.03179863840341568,-0.08735433965921402,0.013601829297840595,-63.775,,,,,,,,,
280,5857.4,18.553,7.816058278083801,1.0274831503629684,2.82095268368721,1.0250123978039483e-05,1.0,0.934326171875,136.13053512573242,,0,0.0,0.0,0.0004305492923540382,0.10126525908708572,0.17048943042755127,0.13036035001277924,0.2343287467956543,0.12953101098537445,0.08904748409986496,0.06853412091732025,0.0377550907433033,0.03219844773411751,-0.08727290481328964,0.013262986205518246,-28.750000000000004,,,,,,,,,
281,5876.5,19.127,8.008994340896606,2.6398016959428787,3.491629183292389,1.0262113846692955e-05,1.0,0.9306640625,150.43940031528473,,0,0.0,0.0,0.00042997653085920115,0.10138846933841705,0.17044419050216675,0.13055770099163055,0.23536896705627441,0.1293804943561554,0.08913737535476685,0.06834396719932556,0.03779459744691849,0.032377831637859344,-0.08738941699266434,0.012882355600595474,97.9,,,,,,,,,
282,5898.8,22.339,4.750422358512878,1.368546076118946,3.4647751450538635,1.0291491207681247e-05,1.0,0.931884765625,142.48796200752258,,0,0.0,0.0,0.0004294018017166495,0.10143429040908813,0.1701623946428299,0.1305380016565323,0.23569658398628235,0.12906533479690552,0.08921017497777939,0.06817992776632309,0.03771102428436279,0.032108597457408905,-0.08759795874357224,0.012744818814098835,-82.8875,,,,,,,,,
283,5919.2,20.371,5.5458890199661255,1.4165292382240295,2.5451418608427048,1.0297045037077623e-05,1.0,0.9364013671875,118.62146532535553,,0,0.0,0.0,0.0004288251112115289,0.10158954560756683,0.16989576816558838,0.13035495579242706,0.2354658991098404,0.12859950959682465,0.08939161151647568,0.06796281039714813,0.03773394972085953,0.03148876130580902,-0.08800289034843445,0.012670163996517658,-64.325,,,,,,,,,
284,5940.2,21.02,5.819105684757233,1.1177201867103577,2.7904359698295593,1.0319184866602882e-05,1.0,0.9342041015625,140.06396353244781,,0,0.0,0.0,0.00042824646565043446,0.1014748141169548,0.16945546865463257,0.13026519119739532,0.23564143478870392,0.1279924511909485,0.089724600315094,0.0677022859454155,0.037321146577596664,0.030892152339220047,-0.0882040336728096,0.013038127683103085,-39.275000000000006,,,,,,,,,
285,5961.0,20.762,6.148599624633789,1.2782037630677223,2.040125846862793,1.0289140618624515e-05,1.0,0.93365478515625,123.68596494197845,,0,0.0,0.0,0.00042766587136134124,0.10137676447629929,0.16923189163208008,0.13021661341190338,0.23586109280586243,0.1273736208677292,0.09023324400186539,0.06739849597215652,0.03681919351220131,0.030577927827835083,-0.08834347873926163,0.013491307385265827,-95.33749999999999,,,,,,,,,
286,5982.9,21.906,5.657457888126373,1.1817626059055328,2.5114093124866486,1.0278586159984116e-05,1.0,0.9290771484375,134.67573940753937,,0,0.0,0.0,0.0004270833346935354,0.1014745682477951,0.16946302354335785,0.13025490939617157,0.23635584115982056,0.1270190328359604,0.09043614566326141,0.06720860302448273,0.03630341216921806,0.03019062429666519,-0.08867569267749786,0.014293292537331581,-13.975,,,,,,,,,
287,6004.8,21.859,4.441096484661102,1.2829055860638618,2.8890495002269745,1.0284542668159702e-05,1.0,0.92657470703125,142.68040370941162,,0,0.0,0.0,0.0004264988620175446,0.10112136602401733,0.16934111714363098,0.13036227226257324,0.2371082901954651,0.12682859599590302,0.09044242650270462,0.06706979125738144,0.0357852540910244,0.02982448972761631,-0.08843990415334702,0.015291469171643257,-34.1875,,,,,,,,,
288,6025.1,20.384,5.676663756370544,1.9172339141368866,2.8149311542510986,1.0186945473833475e-05,1.0,0.93438720703125,136.37238025665283,,0,0.0,0.0,0.00042591245972506837,0.1005786880850792,0.1690736711025238,0.13047762215137482,0.2378210872411728,0.12683464586734772,0.09036657214164734,0.06688819080591202,0.03521503880620003,0.0297496747225523,-0.08791248500347137,0.01619647443294525,-104.0,,,,,,,,,
289,6046.9,21.79,6.378405928611755,0.7022067010402679,3.709084153175354,1.0093336186400848e-05,1.0,0.92926025390625,160.01944971084595,,0,0.0,0.0,0.00042532413422890824,0.10042589157819748,0.16906748712062836,0.13045035302639008,0.23825590312480927,0.12690910696983337,0.08992175757884979,0.06671465188264847,0.03486112505197525,0.029648462310433388,-0.08780959993600845,0.01674829050898552,-45.8125,,,,,,,,,
290,6067.5,20.559,4.77735161781311,1.3372932821512222,1.5057545453310013,1.0093534910993185e-05,1.0,0.931640625,106.09118473529816,,0,0.0,0.0,0.0004247338919628976,0.10045535117387772,0.1688697338104248,0.13056667149066925,0.23918499052524567,0.12705643475055695,0.08943213522434235,0.06659309566020966,0.03452809900045395,0.02949979156255722,-0.08800844848155975,0.016833392903208733,-120.83749999999999,,,,,,,,,
291,6088.3,20.8,5.4179171323776245,1.3741288036108017,1.8328596353530884,1.0075229283756926e-05,1.0,0.93060302734375,109.95465540885925,,0,0.0,0.0,0.00042414173938183126,0.10028163343667984,0.16855710744857788,0.13072246313095093,0.23986072838306427,0.12725788354873657,0.08917153626680374,0.06659971922636032,0.03417157381772995,0.029423266649246216,-0.08793844282627106,0.017023839056491852,-48.2,,,,,,,,,
292,6108.6,20.362,10.750968098640442,4.514746189117432,2.232640027999878,1.0031787041953066e-05,1.0,0.92633056640625,126.98409533500671,,0,0.0,0.0,0.0004235476829613951,0.099898561835289,0.16807669401168823,0.1310996413230896,0.241349458694458,0.12747208774089813,0.08896885812282562,0.06660811603069305,0.033526916056871414,0.029618941247463226,-0.08763036876916885,0.017300458624958992,-3.7750000000000092,,,,,,,,,
293,6128.5,19.884,5.456002235412598,1.5781512707471848,1.6319628208875656,9.968513268177048e-06,1.0,0.9315185546875,106.14183604717255,,0,0.0,0.0,0.0004229517291980948,0.09971083700656891,0.1677684634923935,0.13150253891944885,0.24321982264518738,0.12760494649410248,0.08866308629512787,0.06652232259511948,0.03302900120615959,0.029803812503814697,-0.08752010017633438,0.017415544018149376,-57.3875,,,,,,,,,
294,6149.2,20.681,9.264065563678741,2.052899092435837,2.0938726663589478,9.923218840413028e-06,1.0,0.9271240234375,128.21418642997742,,0,0.0,0.0,0.0004223538846091853,0.09943097084760666,0.16734439134597778,0.13194851577281952,0.24501347541809082,0.12773945927619934,0.08850181847810745,0.06653933972120285,0.032558292150497437,0.030013179406523705,-0.08729349821805954,0.017479415982961655,-59.987500000000004,,,,,,,,,
295,6171.1,21.926,5.3151150941848755,1.5989451855421066,2.346724510192871,9.871849442788516e-06,1.0,0.927490234375,130.9193822145462,,0,0.0,0.0,0.0004217541557325992,0.09922783821821213,0.1668938547372818,0.13221199810504913,0.246135875582695,0.12771375477313995,0.08851239085197449,0.06648596376180649,0.032182227820158005,0.030055295675992966,-0.08718984574079514,0.017466489225625992,-37.8625,,,,,,,,,
296,6190.4,19.269,7.758914768695831,2.0911290645599365,2.3029073923826218,9.849310117715504e-06,1.0,0.92340087890625,131.09255468845367,,0,0.0,0.0,0.00042115254912687553,0.0993279218673706,0.16676664352416992,0.13221010565757751,0.2459663599729538,0.12754343450069427,0.08886013180017471,0.06647051125764847,0.032316479831933975,0.029790937900543213,-0.08738246560096741,0.017276758328080177,-108.11250000000001,,,,,,,,,
297,6211.1,20.704,8.035832405090332,2.974546194076538,2.5042353123426437,9.880142897600308e-06,1.0,0.92279052734375,132.51641368865967,,0,0.0,0.0,0.0004205490713710876,0.09948289394378662,0.16658301651477814,0.1322542279958725,0.2459040731191635,0.12730713188648224,0.08920355886220932,0.06660216301679611,0.03237350285053253,0.029598720371723175,-0.08766787499189377,0.016942916437983513,38.9875,,,,,,,,,
298,6231.8,20.727,7.630781203508377,3.085205852985382,1.2409081608057022,9.930059150065063e-06,1.0,0.9283447265625,99.77944731712341,,0,0.0,0.0,0.00041994372906477154,0.09997903555631638,0.16688334941864014,0.13226275146007538,0.24563491344451904,0.12727642059326172,0.08947910368442535,0.06666060537099838,0.03261430934071541,0.029350366443395615,-0.08828325569629669,0.01663541980087757,-85.27499999999999,,,,,,,,,
299,6254.8,22.973,3.8750938177108765,1.4935935884714127,2.8204917907714844,1.0017339263868053e-05,1.0,0.92474365234375,142.32964861392975,5.2951848771837025,0,2.0,1.999999880790707,0.00041933652882785377,0.10022392123937607,0.16677790880203247,0.13261792063713074,0.24594153463840485,0.1280147284269333,0.08975237607955933,0.06676307320594788,0.032389700412750244,0.029813814908266068,-0.08861195296049118,0.015962444245815277,-63.375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
300,6276.2,21.368,6.324280738830566,1.8071308434009552,1.2813782542943954,1.0045691851701122e-05,1.0,0.92620849609375,93.27827060222626,,0,0.0,0.0,0.00041872747730057887,0.10026359558105469,0.16624166071414948,0.13297605514526367,0.24682174623012543,0.1282176673412323,0.0899977907538414,0.06686704605817795,0.03203620761632919,0.03016505017876625,-0.08879203349351883,0.0152483731508255,-82.625,,,,,,,,,
301,6298.1,21.927,5.269703209400177,1.6473350375890732,2.326289638876915,1.0045434009953169e-05,1.0,0.920654296875,131.6690592765808,,0,0.0,0.0,0.0004181165811434367,0.10013692080974579,0.16567817330360413,0.133327916264534,0.2478109747171402,0.12834851443767548,0.0902380421757698,0.0669141560792923,0.031652774661779404,0.030491234734654427,-0.08875443786382675,0.014779720455408096,-56.2625,,,,,,,,,
302,6318.7,20.635,9.621348023414612,3.025845430791378,1.8454983532428741,1.0010805908677867e-05,1.0,0.91961669921875,117.18245446681976,,0,0.0,0.0,0.00041750384703708983,0.09988902509212494,0.16499897837638855,0.13349661231040955,0.24828429520130157,0.12830409407615662,0.09047731757164001,0.06692075729370117,0.031169796362519264,0.030751600861549377,-0.08860701322555542,0.014470570720732212,-43.6875,,,,,,,,,
303,6338.8,20.038,7.082473516464233,2.0806595385074615,1.6994111835956573,9.9708099696727e-06,1.0,0.92718505859375,112.52170026302338,,0,0.0,0.0,0.00041688928168230025,0.09992505609989166,0.16470830142498016,0.13345825672149658,0.2479543536901474,0.12833166122436523,0.09062883257865906,0.06691817939281464,0.03110169805586338,0.03069310262799263,-0.08873973041772842,0.014173760078847408,-90.16250000000001,,,,,,,,,
304,6360.7,21.962,4.358958721160889,1.7705315053462982,1.818316251039505,9.999151188821997e-06,1.0,0.92413330078125,116.0464677810669,,0,0.0,0.0,0.00041627289179985616,0.10011138767004013,0.16466793417930603,0.13318797945976257,0.24664118885993958,0.12845608592033386,0.0907563865184784,0.06689824908971786,0.031184375286102295,0.030362728983163834,-0.08905026316642761,0.014070563949644566,-69.66250000000001,,,,,,,,,
305,6383.0,22.274,8.269324868917465,3.492637664079666,2.445008873939514,1.0021253956438159e-05,1.0,0.91876220703125,131.77222764492035,,0,0.0,0.0,0.00041565468413049867,0.100125752389431,0.16460515558719635,0.13298672437667847,0.24613173305988312,0.12830668687820435,0.0907318964600563,0.06677660346031189,0.031166410073637962,0.030079741030931473,-0.08914607018232346,0.014212933368980885,-20.07500000000001,,,,,,,,,
306,6402.6,19.595,11.094133198261261,4.746313095092773,2.40337011218071,1.0036153526016278e-05,1.0,0.92071533203125,132.8054369688034,,0,0.0,0.0,0.00041503466543484774,0.10032909363508224,0.16485536098480225,0.13277001678943634,0.24559643864631653,0.12812526524066925,0.09076549857854843,0.06659284234046936,0.03144514933228493,0.029809316620230675,-0.0893634706735611,0.014237435534596443,-76.17500000000001,,,,,,,,,
307,6423.4,20.772,6.882147669792175,1.2259279936552048,2.3561920821666718,1.0087355576615664e-05,1.0,0.9251708984375,129.0813740491867,,0,0.0,0.0,0.0004144128424933285,0.10062488913536072,0.16510891914367676,0.13252748548984528,0.24487580358982086,0.12806293368339539,0.09067314118146896,0.0664980486035347,0.03175220265984535,0.02930176816880703,-0.08974256366491318,0.014312385581433773,-29.575000000000003,,,,,,,,,
308,6443.7,20.338,4.803177833557129,1.0040965266525745,2.1014163941144943,1.0142538258151035e-05,1.0,0.92645263671875,126.29180872440338,,0,0.0,0.0,0.00041378922210609693,0.10082190483808517,0.1653219610452652,0.13247084617614746,0.24443279206752777,0.12819144129753113,0.09082868695259094,0.0664304792881012,0.031925056129693985,0.02882116101682186,-0.090018130838871,0.014557619579136372,-44.825,,,,,,,,,
309,6462.5,18.74,8.948078691959381,3.331153392791748,2.3055895268917084,1.0198154996032827e-05,1.0,0.92633056640625,124.94143605232239,,0,0.0,0.0,0.0004131638110929658,0.10122336447238922,0.16599395871162415,0.1325233280658722,0.24397777020931244,0.12854209542274475,0.0912245586514473,0.06634888052940369,0.03210001811385155,0.028506815433502197,-0.09044204652309418,0.014945072121918201,42.575,,,,,,,,,
